"CONTEXT", "ID", "TEXT"
"traveler:WATCH_GIVER1","As promised, I am back with right papers now.","Comme promis, je suis de retour avec les papiers requis."
"traveler:WATCH_GIVER1","You have my watch?","Vous avez ma montre ?"
"traveler:WATCH_GIVER1","Arstotzkan bastard.","Maudit Arstotzke !"
"traveler:WATCH_GIVER1","I was to give you nice reward.","J'allais vous donner une belle récompense!"
"traveler:WATCH_GIVER1","Ah she is beautiful!","Ah... Qu'elle est belle !"
"traveler:WATCH_GIVER1","Here.","Tenez."
"traveler:WATCH_GIVER1","Now I just need battery.","Il ne me reste plus qu'à trouver une pile neuve..."
"traveler:WATCH_GIVER1","Hey!","Hé !"
"traveler:WATCH_GIVER1","There is new scratch here!","Il y a une nouvelle rayure, ici..."
"traveler:WATCH_GIVER1","Give money back!","Rendez-moi mon argent !"
"traveler:WATCH_GIVER1","Wow. You are pretty honest person.","Wahou... Vous êtes vraiment quelqu'un d'honnête."
"traveler:WATCH_GIVER1","You know, I cannot take this.","Vous savez... Vous méritez cet argent."
"traveler:WATCH_GIVER1","Scratch was there before actually.","Puis, en fait, la rayure était déjà là avant..."
"traveler:WATCH_GIVER1","Thank you.","Merci."
"traveler:WATCH_GIVER1","Now please give watch back.","À présent, rendez-moi ma montre, s'il vous plaît."
"traveler:WATCH_GIVER1","I start to think maybe all Arstotzkans are not so bad.","Je commence à penser que tous les Arstotzkes ne sont pas si mauvais, finalement..."
"traveler:WATCH_GIVER1","Ah forget it.","Bah, laissez tomber."
"traveler:WATCH_GIVER1","You keep money.","Gardez l'argent."
"traveler:WATCH_GIVER1","But all papers are good!","Mais tous mes papiers sont en règle !"
"traveler:WATCH_GIVER1","Are you blind?","Vous êtes aveugle, ou quoi ?!"
"traveler:WATCH_GIVER1","Fine.","Très bien."
"traveler:WATCH_GIVER1","Give watch back.","Rendez-moi ma montre."
"traveler:WATCH_GIVER1","You crook!","Sale escroc !"
"traveler:WATCH_GIVER1","All Arsotzkans are same.","Les Arstotzkes sont tous les mêmes !"
"traveler:WATCH_GIVER1","Liars and cheats!","De vulgaires menteurs et tricheurs !"
"traveler:WATCH_GIVER1","I will not leave without watch.","Je ne partirai pas sans ma montre."
"traveler:WATCH_GIVER1","Is expensive gift from cousin!","C'est un cadeau très cher de mon cousin !"
"traveler:WATCH_GIVER1","Only needs new battery.","Il manque juste une pile neuve."
"traveler:WATCH_GIVER1","Tell guards to keep away.","Dites aux gardes de partir !"
"traveler:WATCH_GIVER1","Give back my watch!","Rendez-moi ma montre !"
"traveler:WATCH_GIVER1","I will not leave without money.","Je ne partirai pas sans cet argent !"
"traveler:WATCH_GIVER1","You ruin my good watch.","Vous avez bousillé ma jolie montre !"
"traveler:WATCH_GIVER1","Give back my money!","Rendez-moi mon argent !"
"traveler:WATCH_GIVER1","Where is my watch?","Où est ma montre ?"
"traveler:WATCH_GIVER1","@I sold it.","@Je l'ai vendue."
"traveler:WATCH_GIVER1","What!","Quoi ?!"
"traveler:WATCH_GIVER1","I give you watch to hold.","Je vous avais confié cette montre."
"traveler:WATCH_GIVER1","Put trust in you!","Je vous ai fait confiance !"
"traveler:WATCH_GIVER1","Watch was gift from cousin.","Cette montre était un cadeau de mon cousin."
"traveler:WATCH_GIVER1","I hope you got good money for it.","J'espère que vous en avez tiré un bon prix."
"traveler:WATCH_GIVER1","Damn Arstotzkan crook.","Maudit escroc arstotzke !"
"traveler:ARSKICKER0","Hey man.","Salut !"
"traveler:ARSKICKER0","I lost id card.","J'ai perdu carte d'identité."
"traveler:ARSKICKER0","I think someone stole it from locker room.","Je crois que quelqu'un me l'a piquée dans les vestiaires."
"traveler:ARSKICKER0","But we won match!","Mais bon, on a gagné le match !"
"traveler:ARSKICKER0","Can't wait to get home.~","Vivement la maison, qu'on puisse fêter ça !~"
"traveler:ARSKICKER0","I have carried this for years, maybe you take it.","J'ai ça avec moi depuis des années... Vous n'avez qu'à le prendre."
"traveler:ARSKICKER0","@Your Arstotzkan id card is missing.","@Il me manque votre carte d'identité arstotzke."
"traveler:ARSKICKER0","I know man. I told you.","Je sais, monsieur. Je vous l'ai expliqué."
"traveler:ARSKICKER0","It was stolen.","Je pense qu'on me l'a volée."
"traveler:ARSKICKER0","C'mon let me through.","Allez, laissez-moi passer."
"traveler:ARSKICKER0","Thanks bud, is good to be home!","Merci, l'ami ! C'est si bon de rentrer chez soi !"
"traveler:ARSKICKER0","Hey bullshit!","Hé, c'est quoi ces histoires ?!"
"traveler:ARSKICKER0","I gave you pennant even!","Je vous ai donné mon fanion, en plus !"
"traveler:ARSKICKER0","Gonna tell coach about this crap.","Croyez-moi, j'en parlerai à mon entraîneur !"
"traveler:ARSKICKER1","Hi again.","Bonjour, c'est encore moi..."
"traveler:ARSKICKER1","Remember me?","Vous vous souvenez ?"
"traveler:ARSKICKER1","Go Arskickers!","Allez les Arskickers !"
"traveler:ARSKICKER1","I give you that great banner.~","C'est moi qui vous ai offert ce chouette fanion.~"
"traveler:ARSKICKER1","Listen, I tell my coach about this.","À ce propos, j'en ai parlé à mon entraîneur..."
"traveler:ARSKICKER1","He get very upset.","Il était vraiment fâché..."
"traveler:ARSKICKER1","Say if I do not get banner back, I lose front seat on team bus.~","Il a dit que si je ne le récupérais pas, je perdrais ma place à l'avant du bus de l'équipe."
"traveler:ARSKICKER1","All seats good, but front seat definitely best.","Tous les sièges sont bien, mais à l'avant c'est quand même mieux..."
"traveler:ARSKICKER1","So I really just need banner back.","Du coup, j'aurais vraiment besoin de récupérer mon fanion."
"traveler:ARSKICKER1","What you say?","Qu'est-ce que vous en dites ?"
"traveler:ARSKICKER1","Lousy fan!","Et vous prétendez être un bon supporter ?"
"traveler:ARSKICKER1","Ah thanks!","Ah, merci !"
"traveler:ARSKICKER1","Do not forget to root for us!","Continuez à nous soutenir !"
"traveler:ARSKICKER1","Ah good.","Ah, bien."
"traveler:ARSKICKER1","It is more beaten up than I remember.","Il est plus froissé que dans mes souvenirs..."
"traveler:ARSKICKER1","Even there is big tear here.","Et cette grosse déchirure, là..."
"traveler:ARSKICKER1","What did you do?","Mais qu'est-ce que vous avez fait avec ?"
"traveler:ARSKICKER1","Oh well. Coach should be happy.","Enfin bref... L'entraîneur sera content."
"traveler:ARSKICKER1","Alright that is great yeah.","OK, ça c'est bien..."
"traveler:ARSKICKER1","But where is banner?","Mais, et pour mon fanion ?"
"traveler:ARSKICKER1","Thanks bud!","Merci, mon pote !"
"traveler:ARSKICKER1","Do not forget to root for us at regionals.","N'oubliez pas de venir nous encourager pour le championnat régional !"
"traveler:ARSKICKER1","Ok. Well.","OK. Bon."
"traveler:ARSKICKER1","That is messed up.","Ça craint un peu..."
"traveler:ARSKICKER1","At least you give banner back right?","Mais vous allez au moins me rendre mon fanion, hein ?"
"traveler:ARSKICKER1","At least you give banner back.","Au moins, vous m'avez rendu mon fanion."
"traveler:ARSKICKER1","@The banner is mine now.","@Ce fanion m'appartient désormais."
"traveler:ARSKICKER1","Oh boy.","J'y crois pas !"
"traveler:ARSKICKER1","Such an asshole here.","Mais quel culot !"
"traveler:ARSKICKER1","If guards do not kill me, coach will.","Si les gardes ne me tuent pas, c'est l'entraîneur qui le fera..."
"traveler:BUSTED_SPY","I have not much time.","J'ai très peu de temps."
"traveler:BUSTED_SPY","You must hold on to these.","Vous devez garder ça."
"traveler:BUSTED_SPY","Keep them safe today.","Protégez ces documents jusqu'à demain."
"traveler:BUSTED_SPY","I am being followed by an imposter.","Je suis suivi par un imposteur."
"traveler:BUSTED_SPY","They pretend to be from the Ministry of Information but it is a lie.","Il prétend travailler pour le Ministère de l'Information, mais c'est un mensonge."
"traveler:BUSTED_SPY","If they ask for documents, give these instead.","S'il vous demande des documents, donnez-lui ceux-ci à la place."
"traveler:BUSTED_SPY","Do not mix them up.","Ne les mélangez pas !"
"traveler:BUSTED_SPY_FOLLOWER","@Your papers?","@Vos papiers ?"
"traveler:BUSTED_SPY_FOLLOWER","I am from the Ministry of Information.","Je travaille pour le Ministère de l'Information."
"traveler:BUSTED_SPY_FOLLOWER","You have something to give us.","Vous avez quelque chose pour nous."
"traveler:BUSTED_SPY_FOLLOWER","Perfect.","Parfait."
"traveler:GYM_INSTRUCTOR","You are skin and bones.","Dites donc, vous n'avez que la peau sur les os !"
"traveler:GYM_INSTRUCTOR","Bet you have no real strength.","Je parie que vous n'avez aucune force."
"traveler:GYM_INSTRUCTOR","Come to gym, I make you big.","Passez au gymnase, je vais vous rendre costaud, moi !"
"traveler:GYM_INSTRUCTOR","I guarantee you get big at Get Big Town.","Je peux vous garantir que vous allez prendre du muscle chez Musclotzka !"
"traveler:GYM_INSTRUCTOR","Is what we do.","C'est notre métier."
"traveler:GYM_INSTRUCTOR","Denied? Hah.","Refusé ? Pah !"
"traveler:GYM_INSTRUCTOR","This is what I expect from skinny weakling.","Que pouvais-je espérer d'autre de la part d'un tel gringalet ?"
"traveler:OLD_INSPECTOR","I used to be an inspector like you.","J'ai travaillé comme [m]Inspecteur[/m][f]Inspectrice[/f] moi aussi."
"traveler:OLD_INSPECTOR","Many years ago. Back in United Fed.~","Il y a des années de cela... En Fédération Unie.~"
"traveler:OLD_INSPECTOR","We denied most people.~","Nous refusions la plupart des gens.~"
"traveler:OLD_INSPECTOR","It is all done by computers now.","Aujourd'hui, ils ont tout informatisé."
"traveler:OLD_INSPECTOR","They can deny much faster that way.","Ça leur permet de refuser les gens plus vite..."
"traveler:OLD_INSPECTOR","Good luck.","Bonne chance."
"traveler:OLD_INSPECTOR","I do not miss it.","Ce travail ne me manque pas."
"traveler:OLD_INSPECTOR","What? Why am I denied?~","Quoi? Pourquoi suis-je [m]refusé[/m][f]refusée[/f] ?~"
"traveler:OLD_INSPECTOR","So this is what it feels like.~","Alors voilà ce qu'on ressent...~"
"traveler:OLD_INSPECTOR","@Where is entry permit?","@Où est votre permis d'entrée ?"
"traveler:OLD_INSPECTOR","Eh, it does not matter what I say.","Bah, vous vous fichez bien de ce que je pourrais dire."
"traveler:OLD_INSPECTOR","Just deny the visa and I will go.","Refusez mon visa et je m'en irai."
"traveler:RED_STAMP","Red stamp.","Le tampon rouge."
"traveler:RED_STAMP","@What?","@Pardon ?"
"traveler:RED_STAMP","Give me red stamp.","Mettez-moi un coup de tampon rouge."
"traveler:RED_STAMP","I am serious.","Je suis [m]sérieux[/m][f]sérieuse[/f]."
"traveler:RED_STAMP","I have better job offer in Impor.","On m'a proposé un meilleur poste en Impor."
"traveler:RED_STAMP","Red stamp and I can break contract in Arstotzka.","Mettez-moi un tampon rouge et je pourrai casser mon contrat de travail en Arstotzka."
"traveler:RED_STAMP","10 credits for you.","Il y a 10 crédits à la clé pour vous..."
"traveler:RED_STAMP","Damn it.","C'est pas vrai..."
"traveler:RED_STAMP","I am sure you deny people all day.","Je suis [m]sûr[/m][f]sûre[/f] que vous passez vos journées à refuser des gens, en plus!"
"traveler:RED_STAMP","Why not now?","Alors pourquoi pas moi?"
"traveler:RED_STAMP","I figure something else out.","Pfff... Je trouverai autre chose..."
"traveler:RED_STAMP","Ok, now I get free from this bad job.","OK, me voilà [m]libéré[/m][f]libérée[/f] de ce boulot pourri."
"traveler:RED_STAMP","Thanks.","Merci !"
"traveler:NEED_SURGERY","I come for medical reasons.","Je viens pour raisons médicales."
"traveler:NEED_SURGERY","@Your papers are missing.","@Vous n'avez pas vos papiers."
"traveler:NEED_SURGERY","Please.","Je vous en prie !"
"traveler:NEED_SURGERY","Surgery I need is outlawed in Kolechia.","L'intervention chirurgicale dont j'ai besoin est interdite en Koléchie."
"traveler:NEED_SURGERY","Even so, I do not trust doctors there.","Et de toute façon, je ne fais pas confiance aux médecins kolèches."
"traveler:NEED_SURGERY","Only Arstotzka have skilled surgeons.","Seul l'Arstotzka dispose de chirurgiens compétents."
"traveler:NEED_SURGERY","@You do not have the right documents.","@Vous n'avez pas les bons documents."
"traveler:NEED_SURGERY","Yes.","Oui."
"traveler:NEED_SURGERY","They will not give papers for surgery.","Ils n'ont pas voulu me faire des papiers pour que je vienne me faire opérer."
"traveler:NEED_SURGERY","Thank you. I will not forget this.","Merci. Je ne l'oublierai pas."
"traveler:NEED_SURGERY","I expected this.","Je m'y attendais un peu..."
"traveler:NEED_SURGERY","I do not know how long I survive.","Je ne sais pas combien de temps je pourrai survivre."
"traveler:NEED_SURGERY","But you do not care.~","Mais vous vous en fichez.~"
"traveler:NEED_SURGERY","I hope you are not in same place as me.","J'espère que vous ne vous retrouverez jamais à ma place."
"traveler:LOVE_SONG","I will leave this here.","Je vais laisser ça ici..."
"traveler:LOVE_SONG","Great!","Génial !"
"traveler:LOVE_SONG","You really super guy!~","Vous êtes vraiment un chic type!~"
"traveler:LOVE_SONG","Can I have note back now?","Heu... dites. Je pourrais récupérer mon petit mot ?"
"traveler:LOVE_SONG","I need it for next inspector.","Je vais en avoir besoin avec le prochain inspecteur."
"traveler:LOVE_SONG","But I give you such lovely note!","Mais je vous ai pourtant donné un petit mot adorable !"
"traveler:LOVE_SONG","Thanks and like I say, you super guy.","Merci ! Vous êtes décidément un chic type !"
"traveler:LOVE_SONG","Do not forget.","Ne l'oubliez pas."
"traveler:LOVE_SONG","Is too much?","J'en fait trop ?"
"traveler:LOVE_SONG","@Yes.","@Oui."
"traveler:LOVE_SONG","Is too much. I can see that now.","C'était too much... Je m'en rends bien compte maintenant..."
"traveler:LOVE_SONG","Next time I make couple copies first.","La prochaine fois, je me ferai quelques copies de réserve..."
"traveler:LOVE_SONG_LONELY","Life sucks.","Chienne de vie..."
"traveler:LOVE_SONG_LONELY","Nobody loves me.","Personne ne m'aime..."
"traveler:LOVE_SONG_LONELY","For me?","Pour moi ?"
"traveler:LOVE_SONG_LONELY","Like fire?","...le feu ?"
"traveler:LOVE_SONG_LONELY","Object of desire?","...objet de désir ?"
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!","Woah ! On ne m'avait jamais rien dit d'aussi gentil !"
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.","Heu... Le truc à propos du visa, j'ai pas bien pigé, mais le reste me va droit au coeur !"
"traveler:LOVE_SONG_LONELY","Thank you!","Merci !"
"traveler:LOVE_SONG_LONELY","Thank you again!","Encore merci !"
"traveler:LOVE_SONG_LONELY","Thanks I guess.","Bon ben... Merci."
"traveler:LOVE_SONG_LONELY","No problem!","Pas grave !"
"traveler:LOVE_SONG_LONELY","Today is good day anyway!","C'est quand même une belle journée, aujourd'hui !"
"traveler:LOVE_SONG_LONELY","Even you hate me.","Même vous, vous me haïssez..."
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.","Un type que je ne connais même pas..."
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.","C'était une erreur d'ouvrir ce poste-frontière."
"traveler:FINALLY_RETURN_HOME","Finally I can return home.","Enfin, je vais pouvoir revenir chez moi !"
"traveler:FINALLY_RETURN_HOME","You bastard.","Enfoiré..."
"traveler:FINALLY_RETURN_HOME","Thank you.","Merci."
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.","Ce poste-frontière est plus petit que ce que je pensais..."
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.","J'ai passé près de huit heures dans cette fichue file d'attente !"
"traveler:WAITED_FOREVER","I hope it was worth it.","J'espère que ça en valait le coup."
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.","Incroyable... Allez en enfer !"
"traveler:HURRY_UP","Hurry up.","Dépêchez-vous !"
"traveler:HURRY_UP","I am meeting bus soon.","Je vais rater mon bus !"
"traveler:HURRY_UP","What is this?","Qu'est-ce que ça veut dire ?"
"traveler:HURRY_UP","Finally.","Enfin !"
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.","J'ai entendu parler des attaques terroristes."
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.","Vous avez de la chance d'avoir encore un boulot."
"traveler:GLAD_YOU_HAVE_JOB","Be safe.","Soyez prudent."
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?","Hein ? J'en sais rien... Pour visiter ?"
"traveler:TICKET_NOT_PERMIT","A few days maybe.","Quelques jours, tout au plus."
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.","Un permis d'entrée ? Je vous ai donné un bon."
"traveler:TICKET_NOT_PERMIT","Let me through.","Laissez-moi passer."
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.","@Les bons ne suffisent plus."
"traveler:TICKET_NOT_PERMIT","@Get a permit.","@Vous devez obtenir un permis."
"traveler:TICKET_NOT_PERMIT","Bullshit!","Mais c'est n'importe quoi ?!"
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.","Ce bon m'a coûté la peau des fesses !"
"traveler:VISIT_SON","I am so happy that the border has opened.","Je suis vraiment [m]heureux[/m][f]heureuse[/f] que la frontière soit ouverte."
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]","Je vais enfin pouvoir rendre visite à mon fils. Je ne l'ai pas vu depuis six ans. [Speech/Purpose]"
"traveler:VISIT_SON","6 months. [Speech/Duration]","6 mois. [Speech/Duration]"
"traveler:VISIT_SON","Please, let me pass. My son is waiting.","S'il vous plaît, laissez-moi passer. Mon fils m'attend !"
"traveler:VISIT_SON","Thank you.","Merci !"
"traveler:VISIT_SON","Curse you.","Soyez maudit !"
"traveler:DETAIN_FIRST","Hey wait.","Hé, attendez !"
"traveler:DETAIN_FIRST","Do not arrest me, please.","Ne me placez pas en détention, je vous en prie !"
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.","Refusez mon visa et je m'en irai."
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.","Je ne suis pas ici par choix. Je déteste ce foutu de pays..."
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]","Je ne fais que passer. [Speech/Purpose]"
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]","Aussi court que possible. 2 jours. [Speech/Duration]"
"traveler:HATE_COUNTRY","Ugh.","Pfff..."
"traveler:HATE_COUNTRY","Just as well.","C'est pas plus mal."
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.","Du calme, mon ami..."
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.","Ce ne sont que des médicaments inoffensifs."
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.","Je vous donne 10 crédits si vous me laissez passer."
"traveler:SEARCH_BRIBE_INTRO","Excellent.","Excellent."
"traveler:SEARCH_BRIBE_INTRO","As I promised.","Comme promis..."
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?","Pourquoi refuser mon argent ?"
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.","@Vous avez de la chance de ne pas avoir été arrêté."
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.","@Que je ne vous revoie pas."
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.","@On ne peut pas corrompre un fonctionnaire de l'Arstotzka."
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.","Ils doivent vraiment bien te payer pour ton obéissance, sale chien !"
"traveler:TWO_PASSPORTS","Shit!","Merde !"
"traveler:TWO_PASSPORTS","I make small mistake.","Heu... J'ai commis une petite erreur."
"traveler:TWO_PASSPORTS","Please give documents back.","Rendez-moi mes papiers, s'il vous plaît."
"traveler:TWO_PASSPORTS","@Why do you have two passports?","@Pourquoi détenez-vous deux passeports ?"
"traveler:TWO_PASSPORTS","Is funny story.","Ha ha ! C'est une drôle d'histoire !"
"traveler:TWO_PASSPORTS","I tell you everything.","Je vais vous expliquer..."
"traveler:TWO_PASSPORTS","First, you give papers back to me.","Mais... Rendez-moi d'abord mes papiers."
"traveler:TWO_PASSPORTS","And the others?","Et les autres ?"
"traveler:TWO_PASSPORTS","Last one please.","Et le dernier, s'il vous plaît..."
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.","C'est vraiment pénible cette histoire de fiche d'identité..."
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.","J'ai eu du mal à l'obtenir, et elle n'est valable que quelques jours !"
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.","À croire que les Arstotzkes s'amusent à rendre l'entrée de plus en plus difficile."
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?","À quoi bon avoir ouvert la frontière ?"
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.","Bah..."
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.","J'aurais mieux fait de dépenser mon argent pour un pot-de-vin."
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.","J'aurais eu moins d'ennuis et ça aurait été plus rapide !"
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.","J'en étais [m]sûr[/m][f]sûre[/f]... En plus, ça ne marche même pas !"
"traveler:CRIMINAL_FIRST","@Funny to see you here.","@C'est marrant de tomber sur vous..."
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.","@Pile le jour où je me mets à surveiller les entrées des criminels."
"traveler:CRIMINAL_FIRST","Criminals?","Criminels ?"
"traveler:CRIMINAL_FIRST","What are you saying?","Qu'est-ce que vous racontez ?"
"traveler:DENIAL_REASON_FIRST","Denied?","[m]Refusé[/m][f]Refusée[/f] ?"
"traveler:DENIAL_REASON_FIRST","For what reason?","Pour quelle raison ?"
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.","@C'est clairement indiqué sur ce tampon."
"traveler:DENIAL_REASON_FIRST","Oh.~","Oh...~"
"traveler:DENIAL_REASON_FIRST","Screw you anyways.","Allez quand même crever..."
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.","@Les Imporais n'ont pas le droit d'entrer en Arstotzka."
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.","@L'entrée est interdire aux Imporais."
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.","@Gardez vos maladies chez vous."
"traveler:NO_UNITEDFED_FIRST","What?","Quoi ?"
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.","Mais je suis en parfaite santé !"
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.","Ah, c'est tellement facile de refuser une entrée !"
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.","Toute cette paperasse pour rien..."
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.","@Gardez vos maladies chez vous."
"traveler:NO_UNITEDFED","What?","Quoi ?"
"traveler:NO_UNITEDFED","I am perfectly healthy.","Mais je suis en parfaite santé !"
"traveler:NO_UNITEDFED","It is so easy to deny entry.","Ah, c'est tellement facile de refuser une entrée !"
"traveler:NO_UNITEDFED","All this paperwork is wasted.","Toute cette paperasse pour rien..."
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.","Merci. C'est bon de rentrer chez soi !"
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.","Je dois partir en voyage prochainement. J'aurais besoin de récupérer mon passeport."
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.","@Il a été confisqué."
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?","Que voulez-vous dire ?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.","@Contactez le numéro sur le reçu pour le récupérer."
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.","Vous pourriez tout simplement me le rendre."
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.","@Il a été archivé. Je ne peux pas vous le rendre."
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.","Je ne partirai pas sans mon passeport !"
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?","Où est mon passeport ?"
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?","Non seulement vous me refusez l'entrée, mais vous me prenez mon passeport ?!"
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?","Que suis-je [m]censé[/m][f]censée[/f] faire ?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.","@Contactez le numéro sur le reçu."
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!","Vous n'avez pas le droit de me faire ça !"
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.","Je suis [m]un citoyen[/m][f]une citoyenne[/f] arstotzke !"
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.","J'ai le droit de me déplacer librement !"
"traveler:WHISTLEBLOWER","Thank you.","Merci."
"traveler:WHISTLEBLOWER","I hope that things are better here.","J'espère que la vie sera meilleure ici..."
"traveler:WHISTLEBLOWER","What? I was promised asylum here.","Hein ? Mais on m'a promis un statut de réfugié ici !"
"traveler:WHISTLEBLOWER","I have nowhere else to go.","Je n'ai nulle part ailleurs où aller !"
"traveler:WHISTLEBLOWER","@This is not my problem.","@Ce n'est pas mon problème."
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.","Vous autres, les Arstotzkes, vous passez votre temps à changer les règles."
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.","Ma soeur est entrée la semaine dernière avec des documents différents."
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.","Et maintenant, il faut un nouveau permis d'accès !"
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.","En plus, il coûte deux fois plus cher qu'avant..."
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?","C'est quoi ça, un permis d'accès ?"
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?","Ah, vous parlez du permis d'entrée ?"
"traveler:ACCESSPERMIT_WRONG","I have it there.","Je l'ai, il est là."
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.","@Je parle du permis d'accès."
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.","Jamais entendu parler. C'est quoi encore ce truc débile ?"
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.","@Le permis d'entrée et la fiche d'identité ne sont plus acceptés."
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.","@Ils ont été remplacés par le permis d'accès."
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.","@Ça me facilite le travail."
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.","Mais je m'en fiche de votre travail !"
"traveler:ACCESSPERMIT_WRONG","Damnit.","C'est pas vrai..."
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.","Il paraît que la règlement est très strict à ce poste frontière..."
"traveler:STRICT_BORDER","I am glad my papers are in order.","Je suis [m]content[/m][f]contente[/f] que mes papiers soient en règle."
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.","Il parait que la frontière va fermer."
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.","Mon permis d'accès n'arrivera jamais à temps..."
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.","Je vous en prie, ayez pitié !"
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.","Oui, je sais. Je viens de vous le dire."
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.","J'ai peur que la frontière ne ferme avant que je puisse entrer..."
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?","Qu'est-ce que c'est, cette plaque sur le mur?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?","On vous a récompensé pour votre présence ?"
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.","Eh ben, chapeau..."
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?","C'est quoi ça, sur le mur ?"
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?","En reconnaissance pour suffisance ?"
